transaction_id,product_id,customer_id,Ano,Mês,Dia,pedido_online,status_pedido,marca,linha_produto,classe_produto,tamanho_produto,preco_lista,custo_padrao
5272,12,2848,2017,dezembro,17,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
5273,49,2399,2017,novembro,22,false,Approved,Solex,Standard,medium,large,106156,73358
5274,79,909,2017,maio,31,true,Approved,Solex,Touring,medium,large,208394,67503
5275,53,719,2017,dezembro,3,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5276,46,1043,2017,julho,29,false,Cancelled,Solex,Standard,low,medium,128985,7451
5277,38,1205,2017,outubro,23,false,Approved,Solex,Standard,medium,medium,157753,82651
5278,45,482,2017,março,23,true,Approved,Solex,Standard,medium,medium,44149,8499
5279,11,3371,2017,fevereiro,23,false,Approved,Giant Bicycles,Standard,high,medium,127493,76496
5280,62,2055,2017,abril,16,false,Approved,Solex,Standard,high,medium,102466,61480
5281,34,515,2017,janeiro,10,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
5283,0,3038,2017,fevereiro,8,false,Approved,Norco Bicycles,Road,medium,medium,54339,40754
5284,23,1335,2017,abril,22,false,Approved,Norco Bicycles,Mountain,low,small,68863,61288
5285,81,692,2017,agosto,27,false,Approved,Norco Bicycles,Standard,medium,small,58645,52194
5286,19,3018,2017,junho,12,true,Approved,Trek Bicycles,Mountain,low,medium,57464,45971
5287,65,1534,2017,julho,13,false,Approved,WeareA2B,Standard,medium,medium,180745,77869
5288,49,750,2017,outubro,12,true,Approved,Trek Bicycles,Road,medium,medium,53351,40013
5289,55,2801,2017,dezembro,8,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
5290,31,3217,2017,março,8,true,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
5291,0,2138,2017,novembro,17,true,Approved,Trek Bicycles,Standard,high,medium,35839,21503
5292,69,3161,2017,outubro,8,false,Approved,Giant Bicycles,Road,medium,medium,7929,59468
5293,86,2884,2017,março,12,true,Approved,OHM Cycles,Standard,medium,medium,23563,12507
5295,77,3002,2017,setembro,15,false,Approved,Norco Bicycles,Road,medium,large,124031,79510
5296,43,325,2017,maio,18,false,Approved,Solex,Standard,medium,medium,115196,64949
5298,29,1651,2017,janeiro,21,false,Approved,Norco Bicycles,Road,medium,medium,54339,40754
5299,29,266,2017,março,10,true,Approved,Norco Bicycles,Road,medium,medium,54339,40754
5303,12,3223,2017,novembro,25,true,Approved,WeareA2B,Standard,medium,medium,123115,16160
5304,34,1953,2017,abril,28,true,Approved,WeareA2B,Standard,medium,medium,123115,16160
5305,12,3132,2017,dezembro,7,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
5306,87,3209,2017,dezembro,21,false,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5307,34,1558,2017,maio,4,false,Approved,Norco Bicycles,Road,high,large,77453,46472
5308,27,1775,2017,agosto,1,false,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
5309,81,2946,2017,novembro,13,true,Approved,Norco Bicycles,Standard,medium,small,58645,52194
5310,73,404,2017,abril,18,false,Approved,Solex,Standard,medium,medium,194543,33318
5311,4,2894,2017,agosto,28,false,Approved,Giant Bicycles,Standard,high,medium,112913,67748
5312,0,1826,2017,setembro,30,true,Approved,OHM Cycles,Standard,medium,medium,23563,12507
5313,86,2770,2017,janeiro,31,true,Approved,Norco Bicycles,Road,high,large,77453,46472
5314,27,2184,2017,setembro,14,false,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
5315,23,820,2017,março,27,false,Approved,Norco Bicycles,Standard,medium,medium,119846,38110
5316,78,17,2017,novembro,14,true,Approved,Giant Bicycles,Standard,medium,large,17653,70948
5317,40,2411,2017,maio,21,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
5318,43,3220,2017,novembro,1,false,Approved,Solex,Standard,medium,medium,115196,64949
5319,78,2353,2017,junho,6,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
5320,31,2539,2017,abril,15,true,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
5321,3,8,2017,dezembro,8,true,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5322,0,2048,2017,julho,12,true,Approved,Giant Bicycles,Standard,medium,large,56956,52843
5323,11,3010,2017,janeiro,1,false,Cancelled,Giant Bicycles,Standard,high,medium,127493,76496
5324,58,2429,2017,maio,19,true,Approved,OHM Cycles,Standard,medium,medium,91252,14140
5325,6,1286,2017,julho,17,false,Approved,Solex,Standard,high,medium,74817,44890
5326,0,1304,2017,setembro,30,true,Approved,Norco Bicycles,Road,medium,medium,54405,37684
5327,9,1182,2017,dezembro,25,false,Approved,OHM Cycles,Road,medium,medium,74254,66740
5328,55,1349,2017,novembro,17,true,Approved,Trek Bicycles,Road,medium,large,189419,59876
5329,57,3220,2017,novembro,20,false,Approved,WeareA2B,Touring,medium,large,189039,26014
5330,3,536,2017,novembro,12,false,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5331,0,1107,2017,setembro,28,false,Approved,Solex,Standard,medium,medium,7149,5362
5332,34,506,2017,março,23,true,Approved,Norco Bicycles,Road,high,large,77453,46472
5333,93,1220,2017,janeiro,17,false,Approved,OHM Cycles,Standard,high,medium,145817,87490
5334,48,576,2017,outubro,26,true,Approved,WeareA2B,Standard,medium,medium,176296,95052
5336,83,410,2017,dezembro,24,true,Approved,Solex,Touring,medium,large,208394,67503
5337,46,2124,2017,novembro,3,true,Approved,OHM Cycles,Standard,low,medium,179343,24882
5338,7,614,2017,julho,8,false,Approved,Trek Bicycles,Road,low,medium,98037,23443
5339,59,102,2017,abril,22,true,Approved,Solex,Standard,medium,large,106156,73358
5341,23,2005,2017,março,29,true,Approved,Norco Bicycles,Standard,medium,medium,119846,38110
5342,37,2557,2017,agosto,25,false,Approved,OHM Cycles,Standard,low,medium,179343,24882
5343,37,772,2017,julho,11,false,Cancelled,OHM Cycles,Standard,low,medium,179343,24882
5345,97,644,2017,julho,26,false,Approved,Solex,Standard,medium,large,20262,15196
5346,40,2017,2017,dezembro,18,false,Approved,OHM Cycles,Standard,high,medium,145817,87490
5348,72,1920,2017,outubro,22,true,Approved,Norco Bicycles,Standard,medium,medium,3604,27030
5349,2,711,2017,janeiro,2,true,Approved,Solex,Standard,medium,medium,7149,5362
5351,53,769,2017,janeiro,1,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5352,72,2659,2017,janeiro,23,true,Approved,OHM Cycles,Standard,medium,medium,91252,14140
5353,97,3367,2017,outubro,9,true,Approved,Solex,Standard,medium,large,20262,15196
5354,22,1383,2017,abril,19,,Approved,WeareA2B,Standard,medium,medium,6034,4526
5355,6,2127,2017,novembro,14,false,Approved,OHM Cycles,Standard,high,medium,22788,13673
5356,0,1885,2017,maio,12,true,Approved,Solex,Standard,medium,medium,7149,5362
5357,13,2747,2017,dezembro,16,false,Approved,Solex,Standard,medium,medium,116389,58927
5358,86,568,2017,setembro,30,false,Approved,OHM Cycles,Standard,medium,medium,23563,12507
5359,41,614,2017,dezembro,12,true,Approved,Solex,Road,medium,medium,41698,31274
5361,45,3205,2017,janeiro,7,true,Approved,Solex,Standard,medium,medium,44149,8499
5362,92,2750,2017,janeiro,19,true,Approved,WeareA2B,Touring,medium,large,189039,26014
5364,32,1299,2017,setembro,12,false,Approved,Giant Bicycles,Standard,medium,medium,6427,21137
5367,74,987,2017,novembro,26,true,Approved,WeareA2B,Standard,medium,medium,122807,40091
5368,76,2880,2017,outubro,28,false,Approved,WeareA2B,Standard,low,medium,64231,51385
5369,55,2208,2017,maio,17,true,Approved,Trek Bicycles,Road,medium,large,189419,59876
5370,86,3344,2017,dezembro,20,true,Approved,OHM Cycles,Standard,medium,medium,23563,12507
5371,6,3011,2017,novembro,25,true,Approved,Solex,Standard,high,medium,74817,44890
5372,45,2502,2017,outubro,7,false,Approved,Solex,Standard,medium,medium,44149,8499
5373,62,3471,2017,fevereiro,24,false,Approved,Solex,Standard,high,medium,102466,61480
5375,36,1045,2017,setembro,8,true,Approved,Solex,Standard,low,medium,94504,50758
5376,67,653,2017,setembro,30,true,Approved,Norco Bicycles,Road,medium,medium,54405,37684
5377,62,2357,2017,novembro,20,false,Approved,Solex,Standard,medium,medium,47816,29872
5378,92,2888,2017,dezembro,1,true,Approved,WeareA2B,Touring,medium,large,189039,26014
5380,53,1076,2017,janeiro,13,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5383,40,2847,2017,março,10,false,Approved,OHM Cycles,Standard,high,medium,145817,87490
5384,39,2218,2017,dezembro,9,true,Approved,Giant Bicycles,Standard,medium,large,181275,58248
5385,0,1796,2017,janeiro,4,false,Approved,OHM Cycles,Standard,medium,medium,23563,12507
5386,35,2010,2017,novembro,26,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5387,59,1855,2017,dezembro,8,true,Approved,Solex,Standard,medium,large,106156,73358
5388,37,3280,2017,março,11,false,Approved,OHM Cycles,Standard,low,medium,179343,24882
5390,70,1941,2017,abril,14,true,Approved,Trek Bicycles,Standard,high,medium,49572,29743
5391,6,2251,2017,setembro,21,true,Approved,Solex,Standard,high,medium,74817,44890
5392,86,2783,2017,julho,6,false,Approved,OHM Cycles,Standard,medium,medium,23563,12507
5393,66,2587,2017,julho,30,false,Approved,Giant Bicycles,Road,low,small,59026,52533
5394,56,1402,2017,fevereiro,14,true,Approved,OHM Cycles,Standard,medium,medium,18386,13790
5395,53,593,2017,agosto,13,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5396,0,1953,2017,maio,3,true,Approved,Trek Bicycles,Standard,high,medium,49572,29743
5397,87,2977,2017,dezembro,21,true,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5398,25,1563,2017,maio,4,true,Approved,Giant Bicycles,Road,medium,medium,153899,82965
5399,1,2959,2017,agosto,3,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5400,27,3239,2017,fevereiro,27,true,Approved,Trek Bicycles,Standard,low,medium,105751,15440
5402,32,3450,2017,janeiro,13,true,Approved,Giant Bicycles,Standard,medium,medium,6427,21137
5403,44,3108,2017,novembro,7,false,Approved,WeareA2B,Standard,medium,medium,176964,10876
5404,77,3443,2017,julho,28,false,Approved,Norco Bicycles,Road,medium,large,124031,79510
5405,32,183,2017,junho,7,true,Approved,Giant Bicycles,Standard,medium,medium,6427,21137
5406,53,1962,2017,setembro,28,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5407,70,2024,2017,outubro,6,true,Approved,Trek Bicycles,Standard,high,medium,49572,29743
5408,36,506,2017,agosto,14,false,Approved,Solex,Standard,low,medium,94504,50758
5409,45,1229,2017,outubro,6,true,Approved,Solex,Standard,medium,medium,44149,8499
5410,34,2741,2017,outubro,12,false,Cancelled,WeareA2B,Standard,medium,medium,123115,16160
5411,50,2966,2017,abril,3,false,Approved,WeareA2B,Standard,medium,small,17589,13192
5412,40,2829,2017,junho,4,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
5413,66,1578,2017,março,9,false,Approved,Solex,Standard,medium,medium,116389,58927
5414,81,459,2017,novembro,16,true,Approved,Norco Bicycles,Standard,medium,small,58645,52194
5415,44,33,2017,novembro,22,false,Approved,WeareA2B,Standard,medium,medium,176964,10876
5416,0,1700,2017,novembro,16,,Approved,Solex,Standard,medium,medium,7149,5362
5417,61,607,2017,abril,6,true,Approved,OHM Cycles,Standard,low,medium,7116,5693
5419,27,2436,2017,abril,27,true,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
5420,38,1497,2017,junho,26,false,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5421,49,1181,2017,novembro,13,true,Approved,Trek Bicycles,Road,medium,medium,53351,40013
5422,62,139,2017,fevereiro,9,false,Approved,Solex,Standard,medium,medium,47816,29872
5423,53,2405,2017,fevereiro,17,false,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5424,87,238,2017,março,22,true,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5425,29,504,2017,julho,8,true,Approved,WeareA2B,Standard,medium,medium,106503,23009
5426,46,1461,2017,setembro,26,true,Approved,Solex,Standard,low,medium,128985,7451
5427,15,2343,2017,outubro,29,false,Approved,WeareA2B,Standard,medium,medium,129284,1344
5428,23,671,2017,outubro,29,true,Approved,Norco Bicycles,Mountain,low,small,68863,61288
5429,52,1845,2017,fevereiro,8,false,Approved,OHM Cycles,Road,medium,medium,128028,82951
5430,41,2331,2017,março,22,false,Approved,Solex,Road,medium,medium,41698,31274
5432,27,975,2017,fevereiro,9,false,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
5433,46,3358,2017,abril,7,true,Approved,Solex,Standard,low,medium,128985,7451
5434,40,1140,2017,janeiro,21,,Approved,OHM Cycles,Standard,high,medium,145817,87490
5435,95,3405,2017,março,7,false,Approved,Giant Bicycles,Standard,medium,large,56956,52843
5436,74,531,2017,abril,20,false,Approved,WeareA2B,Standard,medium,medium,176296,95052
5437,9,3334,2017,outubro,18,true,Approved,OHM Cycles,Road,medium,medium,74254,66740
5438,31,200,2017,novembro,2,false,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
5439,83,171,2017,janeiro,8,true,Approved,Solex,Touring,medium,large,208394,67503
5440,88,1516,2017,outubro,15,true,Approved,Norco Bicycles,Standard,medium,medium,119846,38110
5441,13,2803,2017,novembro,30,true,Approved,Solex,Standard,medium,medium,116389,58927
5442,72,2391,2017,setembro,21,true,Approved,Norco Bicycles,Standard,medium,medium,3604,27030
5443,35,1760,2017,dezembro,18,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5444,90,1831,2017,junho,12,false,Approved,Norco Bicycles,Standard,low,medium,36301,29041
5445,82,2491,2017,abril,17,false,Approved,Norco Bicycles,Standard,high,medium,114864,68918
5447,19,3275,2017,dezembro,26,true,Approved,OHM Cycles,Road,high,large,1201,721
5448,34,2258,2017,setembro,21,true,Approved,WeareA2B,Standard,medium,medium,123115,16160
5449,52,2706,2017,julho,14,true,Approved,OHM Cycles,Road,medium,medium,128028,82951
5450,83,3051,2017,janeiro,31,false,Approved,Solex,Touring,medium,large,208394,67503
5451,10,3158,2017,janeiro,6,true,Approved,WeareA2B,Touring,medium,medium,146668,36325
5452,43,531,2017,outubro,30,false,Approved,Norco Bicycles,Standard,medium,medium,155558,81801
5454,32,2714,2017,junho,29,true,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5455,21,1455,2017,março,25,,Approved,Solex,Standard,medium,large,107123,38074
5456,1,3274,2017,novembro,30,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5457,18,3302,2017,outubro,16,true,Approved,Solex,Standard,medium,medium,57527,43145
5458,80,1197,2017,fevereiro,12,false,Approved,Trek Bicycles,Standard,medium,large,146944,59655
5460,39,1732,2017,maio,23,false,Approved,Giant Bicycles,Standard,medium,large,181275,58248
5461,0,1726,2017,dezembro,21,,Cancelled,Norco Bicycles,Road,medium,medium,54339,40754
5462,43,790,2017,maio,26,true,Approved,Solex,Standard,medium,medium,115196,64949
5463,59,2052,2017,janeiro,29,true,Approved,Solex,Standard,medium,large,106156,73358
5464,35,1993,2017,julho,18,true,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5465,3,941,2017,março,2,false,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5466,85,2376,2017,agosto,17,true,Approved,WeareA2B,Standard,medium,medium,122807,40091
5467,85,2626,2017,junho,5,true,Approved,WeareA2B,Standard,medium,medium,75264,20536
5468,25,1797,2017,junho,1,false,Approved,Giant Bicycles,Road,medium,medium,153899,82965
5470,13,3193,2017,setembro,20,true,Approved,Solex,Standard,medium,medium,157753,82651
5471,53,469,2017,setembro,20,false,Approved,Giant Bicycles,Standard,high,medium,127493,76496
5472,76,2292,2017,setembro,12,true,Approved,WeareA2B,Standard,low,medium,64231,51385
5473,90,1315,2017,setembro,13,false,Approved,Norco Bicycles,Standard,low,medium,36301,29041
5475,64,2656,2017,junho,3,false,Approved,Trek Bicycles,Standard,medium,large,146944,59655
5476,68,634,2017,novembro,29,,Approved,OHM Cycles,Standard,medium,medium,16369,4471
5477,48,1355,2017,outubro,10,false,Approved,WeareA2B,Standard,medium,medium,176296,95052
5478,90,3479,2017,junho,9,false,Approved,Norco Bicycles,Standard,low,medium,36301,29041
5479,90,3187,2017,outubro,3,false,Approved,Norco Bicycles,Standard,low,medium,36301,29041
5480,59,2018,2017,setembro,17,true,Approved,Solex,Standard,medium,large,106156,73358
5481,3,2983,2017,julho,26,false,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5482,93,2609,2017,abril,22,true,Approved,WeareA2B,Standard,medium,medium,106503,23009
5483,54,283,2017,setembro,30,true,Approved,WeareA2B,Standard,medium,medium,129284,1344
5484,36,845,2017,abril,25,false,Approved,Solex,Standard,low,medium,94504,50758
5486,84,682,2017,maio,25,false,Approved,Trek Bicycles,Road,medium,medium,29062,21514
5487,99,856,2017,setembro,15,false,Approved,OHM Cycles,Standard,medium,medium,122734,77089
5488,90,666,2017,novembro,19,false,Approved,Solex,Standard,low,medium,94504,50758
5489,23,1903,2017,julho,19,false,Approved,Norco Bicycles,Standard,medium,medium,119846,38110
5490,0,249,2017,setembro,14,true,Approved,Solex,Standard,medium,medium,7149,5362
5491,67,2286,2017,outubro,21,true,Approved,Solex,Standard,medium,large,107123,38074
5492,94,2993,2017,dezembro,21,true,Approved,Giant Bicycles,Standard,medium,large,16353,99366
5493,94,421,2017,maio,21,true,Approved,Giant Bicycles,Standard,medium,large,16353,99366
5494,57,3199,2017,dezembro,17,false,Approved,WeareA2B,Touring,medium,large,189039,26014
5496,0,1214,2017,dezembro,7,false,Approved,OHM Cycles,Standard,high,medium,22788,13673
5497,58,2768,2017,outubro,8,true,Approved,OHM Cycles,Standard,medium,medium,91252,14140
5498,12,3327,2017,julho,19,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
5499,44,2995,2017,janeiro,28,false,Approved,WeareA2B,Standard,medium,medium,176964,10876
5501,77,3032,2017,abril,19,true,Approved,Norco Bicycles,Road,medium,large,124031,79510
5502,68,3337,2017,março,11,true,Approved,OHM Cycles,Standard,medium,medium,16369,4471
5503,84,902,2017,novembro,18,true,Approved,Trek Bicycles,Road,medium,medium,29062,21514
5504,87,1782,2017,maio,21,false,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5505,0,3259,2017,maio,1,false,Approved,Solex,Standard,medium,medium,44149,8499
5506,70,2082,2017,dezembro,5,false,Approved,Trek Bicycles,Standard,high,medium,49572,29743
5507,30,1770,2017,maio,30,true,Approved,Solex,Standard,high,medium,74817,44890
5508,31,2990,2017,maio,24,true,Approved,WeareA2B,Standard,medium,medium,75264,20536
5509,77,3407,2017,fevereiro,15,false,Approved,WeareA2B,Standard,medium,medium,176964,10876
5510,88,791,2017,fevereiro,22,false,Approved,Norco Bicycles,Standard,medium,medium,119846,38110
5511,13,1727,2017,junho,9,false,Approved,Solex,Standard,medium,medium,157753,82651
5512,79,1028,2017,fevereiro,16,true,Approved,Solex,Touring,medium,large,208394,67503
5513,9,1919,2017,fevereiro,1,true,Approved,OHM Cycles,Road,medium,medium,74254,66740
5514,61,833,2017,julho,19,false,Approved,Norco Bicycles,Standard,medium,small,58645,52194
5515,6,3384,2017,março,9,true,Approved,OHM Cycles,Standard,high,medium,22788,13673
5516,99,639,2017,fevereiro,16,false,Approved,OHM Cycles,Standard,medium,medium,122734,77089
5517,18,2698,2017,fevereiro,1,true,Approved,Norco Bicycles,Standard,high,medium,114864,68918
5518,41,2325,2017,janeiro,17,true,Approved,Norco Bicycles,Standard,low,medium,95874,74890
5519,39,354,2017,agosto,23,true,Approved,Giant Bicycles,Standard,medium,large,181275,58248
5520,54,2826,2017,dezembro,19,false,Approved,WeareA2B,Standard,medium,medium,129284,1344
5521,84,3359,2017,abril,21,true,Approved,Trek Bicycles,Road,medium,medium,29062,21514
5522,89,1219,2017,dezembro,26,true,Approved,WeareA2B,Touring,medium,large,136299,5774
5523,25,1591,2017,fevereiro,14,true,Approved,Giant Bicycles,Road,medium,medium,153899,82965
5524,79,2718,2017,abril,30,false,Approved,Solex,Touring,medium,large,208394,67503
5525,82,2190,2017,abril,26,false,Approved,Norco Bicycles,Standard,high,medium,114864,68918
5526,80,242,2017,agosto,20,true,Approved,OHM Cycles,Touring,low,medium,107307,93384
5527,26,2497,2017,abril,24,false,Approved,WeareA2B,Standard,medium,medium,199293,76263
5528,19,652,2017,outubro,28,true,Approved,Trek Bicycles,Mountain,low,medium,57464,45971
5529,34,655,2017,novembro,9,false,Approved,Norco Bicycles,Road,high,large,77453,46472
5530,57,2982,2017,janeiro,10,false,Approved,WeareA2B,Touring,medium,large,189039,26014
5532,0,2798,2017,junho,29,false,Approved,Solex,Road,medium,medium,41698,31274
5533,83,2791,2017,maio,16,false,Approved,Solex,Touring,medium,large,208394,67503
5534,37,1967,2017,dezembro,6,false,Approved,OHM Cycles,Standard,low,medium,179343,24882
5536,72,2744,2017,agosto,27,false,Approved,Norco Bicycles,Standard,medium,medium,3604,27030
5537,19,3231,2017,abril,5,true,Approved,OHM Cycles,Road,high,large,1201,721
5539,91,1928,2017,novembro,26,false,Approved,WeareA2B,Standard,low,medium,64231,51385
5540,64,1804,2017,agosto,5,false,Approved,Trek Bicycles,Standard,medium,large,146944,59655
5541,62,898,2017,junho,8,true,Approved,Solex,Standard,medium,medium,47816,29872
5542,11,91,2017,julho,28,false,Approved,Giant Bicycles,Standard,high,medium,127493,76496
5543,31,849,2017,dezembro,3,true,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
5544,39,2177,2017,setembro,23,false,Approved,Giant Bicycles,Standard,medium,large,181275,58248
5545,87,1629,2017,julho,30,false,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5546,45,1404,2017,julho,27,false,Approved,Solex,Standard,medium,medium,44149,8499
5547,87,3234,2017,março,31,true,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5548,48,2530,2017,setembro,21,true,Approved,WeareA2B,Standard,medium,medium,176296,95052
5549,84,3188,2017,agosto,9,false,Approved,Trek Bicycles,Road,medium,medium,29062,21514
5550,83,2390,2017,fevereiro,5,false,Approved,Solex,Touring,medium,large,208394,67503
5551,45,2912,2017,setembro,13,false,Approved,Trek Bicycles,Road,low,medium,98037,23443
5552,79,2674,2017,janeiro,19,true,Approved,Solex,Touring,medium,large,208394,67503
5553,19,692,2017,novembro,10,false,Approved,OHM Cycles,Road,high,large,1201,721
5554,78,953,2017,maio,14,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
5555,52,637,2017,agosto,15,true,Approved,Solex,Road,medium,large,17778,82078
5556,0,1323,2017,junho,6,false,Approved,OHM Cycles,Road,high,large,1201,721
5557,13,1420,2017,novembro,22,true,Approved,Solex,Standard,medium,medium,116389,58927
5558,40,2360,2017,outubro,10,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
5559,99,2738,2017,fevereiro,27,false,Approved,OHM Cycles,Standard,medium,medium,122734,77089
5560,82,1925,2017,maio,22,true,Approved,Norco Bicycles,Standard,high,medium,114864,68918
5561,37,2245,2017,janeiro,22,false,Approved,OHM Cycles,Standard,low,medium,179343,24882
5562,5,1468,2017,dezembro,6,,Approved,Trek Bicycles,Mountain,low,medium,57464,45971
5563,39,2824,2017,abril,15,true,Approved,Giant Bicycles,Standard,medium,large,181275,58248
5566,30,3327,2017,junho,26,true,Approved,Solex,Standard,high,medium,74817,44890
5567,5,3151,2017,outubro,9,false,Approved,Trek Bicycles,Mountain,low,medium,57464,45971
5568,17,951,2017,fevereiro,18,true,Approved,Solex,Standard,high,medium,102466,61480
5569,95,1577,2017,agosto,18,true,Approved,OHM Cycles,Touring,low,medium,107307,93384
5570,1,369,2017,agosto,6,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5571,7,3296,2017,março,16,true,Approved,Trek Bicycles,Road,low,medium,98037,23443
5572,38,3184,2017,outubro,23,true,Approved,Solex,Standard,medium,medium,157753,82651
5573,93,58,2017,junho,29,false,Approved,WeareA2B,Standard,medium,medium,106503,23009
5575,31,3046,2017,fevereiro,5,,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
5576,49,420,2017,maio,31,true,Approved,Solex,Standard,medium,large,106156,73358
5578,91,731,2017,agosto,18,true,Approved,Solex,Standard,medium,medium,10035,7526
5579,18,2143,2017,setembro,9,false,Approved,Norco Bicycles,Standard,high,medium,114864,68918
5580,78,1322,2017,outubro,2,true,Approved,Giant Bicycles,Standard,medium,large,17653,70948
5581,90,443,2017,fevereiro,27,true,Approved,Solex,Standard,low,medium,94504,50758
5582,58,1211,2017,maio,10,false,Approved,OHM Cycles,Standard,medium,medium,91252,14140
5583,26,2885,2017,abril,12,true,Approved,WeareA2B,Standard,medium,medium,199293,76263
5584,3,2841,2017,outubro,9,false,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5586,1,3074,2017,março,20,true,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
5587,7,1132,2017,agosto,21,false,Approved,Trek Bicycles,Road,low,medium,98037,23443
5588,81,2425,2017,outubro,15,false,Approved,Norco Bicycles,Standard,medium,small,58645,52194
5589,0,945,2017,junho,1,true,Approved,Solex,Standard,medium,medium,47816,29872
5590,29,168,2017,julho,29,false,Approved,Norco Bicycles,Road,medium,medium,54339,40754
5591,32,2331,2017,outubro,8,true,Approved,Giant Bicycles,Standard,medium,medium,6427,21137
5592,2,1077,2017,outubro,1,false,Approved,Solex,Standard,medium,medium,7149,5362
5593,0,2204,2017,março,7,true,Approved,Norco Bicycles,Road,medium,medium,54405,37684
5594,73,360,2017,julho,17,false,Approved,Solex,Standard,medium,medium,194543,33318
5595,26,3264,2017,julho,19,false,Approved,WeareA2B,Standard,medium,medium,199293,76263
5596,45,1032,2017,junho,3,false,Approved,Solex,Standard,medium,medium,44149,8499
5597,26,2111,2017,julho,17,true,Approved,WeareA2B,Standard,medium,medium,199293,76263
5598,85,23,2017,dezembro,20,false,Approved,WeareA2B,Standard,medium,medium,122807,40091
5599,82,2999,2017,dezembro,22,true,Approved,Norco Bicycles,Standard,high,medium,114864,68918
5600,87,93,2017,janeiro,30,true,Approved,Giant Bicycles,Standard,high,medium,1179,70740
5601,40,1908,2017,setembro,14,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
5603,0,947,2017,junho,15,false,Approved,"","","","",119233,
5604,19,2166,2017,novembro,2,false,Approved,OHM Cycles,Road,high,large,1201,721
5605,62,276,2017,setembro,6,true,Approved,Solex,Standard,medium,medium,47816,29872
5606,53,2052,2017,janeiro,5,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5607,0,2659,2017,maio,8,true,Approved,Norco Bicycles,Standard,medium,medium,3604,27030
5608,3,769,2017,agosto,29,true,Approved,Trek Bicycles,Standard,medium,large,209147,38892
5609,93,1790,2017,outubro,18,true,Approved,WeareA2B,Standard,medium,medium,106503,23009
5610,0,1577,2017,outubro,23,true,Approved,OHM Cycles,Standard,low,medium,7116,5693
5611,22,888,2017,junho,4,false,Approved,WeareA2B,Standard,medium,medium,6034,4526
5612,74,3421,2017,agosto,27,true,Approved,WeareA2B,Standard,medium,medium,122807,40091
5613,1,2480,2017,novembro,18,false,Approved,Giant Bicycles,Touring,medium,large,187397,86395
5614,23,276,2017,fevereiro,2,true,Approved,Norco Bicycles,Mountain,low,small,68863,61288
5616,58,2853,2017,setembro,28,true,Approved,OHM Cycles,Road,medium,medium,128028,82951
5617,98,2443,2017,janeiro,11,false,Approved,OHM Cycles,Standard,medium,medium,79534,10158
5618,0,2589,2017,agosto,18,true,Approved,Norco Bicycles,Road,medium,medium,54405,37684
5619,56,354,2017,outubro,20,true,Approved,OHM Cycles,Standard,medium,medium,18386,13790
